LegalEntity,Period,MainAccount,CostCenter,Amount,Currency,AccountName,AccountCategory,AmountUSD
US01,2025-05,6020,CC400,15945.77,USD,IT & Software,OpEx,15945.77
US01,2025-05,6030,CC300,13771.86,USD,Facilities & Rent,OpEx,13771.86
US01,2025-05,6040,CC300,10431.89,USD,Professional Fees,OpEx,10431.89
US01,2025-05,7000,CC200,14262.5,USD,Depreciation & Amortization,OpEx,14262.5
US01,2025-05,8000,UNALLOCATED,6764.91,USD,Interest Expense,NonOp,6764.91
US01,2025-06,4000,UNALLOCATED,495513.74,USD,Revenue - Product Sales,Revenue,495513.74
US01,2025-06,4010,UNALLOCATED,212363.03,USD,Revenue - Services,Revenue,212363.03
US01,2025-06,5000,CC200,226520.57,USD,COGS - Materials,COGS,226520.57
US01,2025-06,5010,CC200,42472.61,USD,COGS - Freight,COGS,42472.61
US01,2025-06,6000,CC300,105458.52,USD,Salaries & Wages,OpEx,105458.52
US01,2025-06,6010,CC100,33734.18,USD,Marketing Expense,OpEx,33734.18
US01,2025-06,6020,CC400,18152.65,USD,IT & Software,OpEx,18152.65
US01,2025-06,6030,CC300,14521.23,USD,Facilities & Rent,OpEx,14521.23
US01,2025-06,6040,CC300,10891.59,USD,Professional Fees,OpEx,10891.59
US01,2025-06,7000,CC200,16884.79,USD,Depreciation & Amortization,OpEx,16884.79
US01,2025-06,8000,UNALLOCATED,7078.77,USD,Interest Expense,NonOp,7078.77
US01,2025-07,4000,UNALLOCATED,478655.81,USD,Revenue - Product Sales,Revenue,478655.81
US01,2025-07,4010,UNALLOCATED,205138.2,USD,Revenue - Services,Revenue,205138.2
US01,2025-07,5000,CC200,218814.08,USD,COGS - Materials,COGS,218814.08
US01,2025-07,5010,CC200,41027.64,USD,COGS - Freight,COGS,41027.64
US01,2025-07,6000,CC300,115618.99,USD,Salaries & Wages,OpEx,115618.99
US01,2025-07,6010,CC100,35820.55,USD,Marketing Expense,OpEx,35820.55
US01,2025-07,6020,CC400,17651.62,USD,IT & Software,OpEx,17651.62
US01,2025-07,6030,CC300,13460.3,USD,Facilities & Rent,OpEx,13460.3
US01,2025-07,6040,CC300,10646.14,USD,Professional Fees,OpEx,10646.14
US01,2025-07,7000,CC200,13147.43,USD,Depreciation & Amortization,OpEx,13147.43
US01,2025-07,8000,UNALLOCATED,6837.94,USD,Interest Expense,NonOp,6837.94
US01,2025-08,4000,UNALLOCATED,455241.88,USD,Revenue - Product Sales,Revenue,455241.88
US01,2025-08,4010,UNALLOCATED,195103.66,USD,Revenue - Services,Revenue,195103.66
US01,2025-08,5000,CC200,208110.57,USD,COGS - Materials,COGS,208110.57
US01,2025-08,5010,CC200,39020.73,USD,COGS - Freight,COGS,39020.73
US01,2025-08,6000,CC300,101530.05,USD,Salaries & Wages,OpEx,101530.05
US01,2025-08,6010,CC100,32650.39,USD,Marketing Expense,OpEx,32650.39
US01,2025-08,6020,CC400,18140.3,USD,IT & Software,OpEx,18140.3
US01,2025-08,6030,CC300,11792.54,USD,Facilities & Rent,OpEx,11792.54
US01,2025-08,6040,CC300,10089.91,USD,Professional Fees,OpEx,10089.91
US01,2025-08,7000,CC200,11958.09,USD,Depreciation & Amortization,OpEx,11958.09
US01,2025-08,8000,UNALLOCATED,6503.46,USD,Interest Expense,NonOp,6503.46
US01,2025-09,4000,UNALLOCATED,442514.44,USD,Revenue - Product Sales,Revenue,442514.44
US01,2025-09,4010,UNALLOCATED,189649.05,USD,Revenue - Services,Revenue,189649.05
US01,2025-09,5000,CC200,202292.32,USD,COGS - Materials,COGS,202292.32
US01,2025-09,5010,CC200,37929.81,USD,COGS - Freight,COGS,37929.81
US01,2025-09,6000,CC300,106653.32,USD,Salaries & Wages,OpEx,106653.32
US01,2025-09,6010,CC100,31709.76,USD,Marketing Expense,OpEx,31709.76
US01,2025-09,6020,CC400,14952.45,USD,IT & Software,OpEx,14952.45
US01,2025-09,6030,CC300,12191.08,USD,Facilities & Rent,OpEx,12191.08
US01,2025-09,6040,CC300,9804.66,USD,Professional Fees,OpEx,9804.66
US01,2025-09,7000,CC200,12181.56,USD,Depreciation & Amortization,OpEx,12181.56
US01,2025-09,8000,UNALLOCATED,6321.63,USD,Interest Expense,NonOp,6321.63
US01,2025-10,4000,UNALLOCATED,449891.76,USD,Revenue - Product Sales,Revenue,449891.76
US01,2025-10,4010,UNALLOCATED,192810.75,USD,Revenue - Services,Revenue,192810.75
US01,2025-10,5000,CC200,205664.8,USD,COGS - Materials,COGS,205664.8
US01,2025-10,5010,CC200,38562.15,USD,COGS - Freight,COGS,38562.15
US01,2025-10,6000,CC300,103066.72,USD,Salaries & Wages,OpEx,103066.72
US01,2025-10,6010,CC100,31088.16,USD,Marketing Expense,OpEx,31088.16
US01,2025-10,6020,CC400,17789.96,USD,IT & Software,OpEx,17789.96
US01,2025-10,6030,CC300,13261.47,USD,Facilities & Rent,OpEx,13261.47
US01,2025-10,6040,CC300,8664.36,USD,Professional Fees,OpEx,8664.36
US01,2025-10,7000,CC200,12973.88,USD,Depreciation & Amortization,OpEx,12973.88
US01,2025-10,8000,UNALLOCATED,6427.03,USD,Interest Expense,NonOp,6427.03
US01,2025-11,4000,UNALLOCATED,443630.51,USD,Revenue - Product Sales,Revenue,443630.51
US01,2025-11,4010,UNALLOCATED,190127.36,USD,Revenue - Services,Revenue,190127.36
US01,2025-11,5000,CC200,202802.52,USD,COGS - Materials,COGS,202802.52
US01,2025-11,5010,CC200,38025.47,USD,COGS - Freight,COGS,38025.47
US01,2025-11,6000,CC300,105723.15,USD,Salaries & Wages,OpEx,105723.15
US01,2025-11,6010,CC100,30432.23,USD,Marketing Expense,OpEx,30432.23
US01,2025-11,6020,CC400,15753.05,USD,IT & Software,OpEx,15753.05
US01,2025-11,6030,CC300,12995.2,USD,Facilities & Rent,OpEx,12995.2
US01,2025-11,6040,CC300,9917.88,USD,Professional Fees,OpEx,9917.88
US01,2025-11,7000,CC200,11914.46,USD,Depreciation & Amortization,OpEx,11914.46
US01,2025-11,8000,UNALLOCATED,6337.58,USD,Interest Expense,NonOp,6337.58
US01,2025-12,4000,UNALLOCATED,464385.06,USD,Revenue - Product Sales,Revenue,464385.06
US01,2025-12,4010,UNALLOCATED,199022.17,USD,Revenue - Services,Revenue,199022.17
US01,2025-12,5000,CC200,212290.31,USD,COGS - Materials,COGS,212290.31
US01,2025-12,5010,CC200,39804.43,USD,COGS - Freight,COGS,39804.43
US01,2025-12,6000,CC300,103624.5,USD,Salaries & Wages,OpEx,103624.5
US01,2025-12,6010,CC100,32086.8,USD,Marketing Expense,OpEx,32086.8
US01,2025-12,6020,CC400,18049.2,USD,IT & Software,OpEx,18049.2
US01,2025-12,6030,CC300,13536.81,USD,Facilities & Rent,OpEx,13536.81
US01,2025-12,6040,CC300,9323.75,USD,Professional Fees,OpEx,9323.75
US01,2025-12,7000,CC200,13877.06,USD,Depreciation & Amortization,OpEx,13877.06
US01,2025-12,8000,UNALLOCATED,6634.07,USD,Interest Expense,NonOp,6634.07
